I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-4,58,63,-26,-34,61,-92,-97,-68,-78,-68,0
-9,53,63,-21,-36,58,-107,-102,-92,-97,-87,-19
-9,48,58,-19,-34,53,-112,-112,-102,-102,-87,-24
4,39,34,-21,-14,36,-122,-117,-107,-107,-92,-29
14,34,19,-24,-2,26,-126,-122,-117,-112,-97,-39
19,39,19,-29,0,29,-122,-122,-107,-107,-87,-29
24,53,29,-39,-2,41,-117,-122,-107,-107,-87,-24
29,58,29,-43,0,43,-112,-117,-107,-97,-78,-19
29,58,29,-43,0,43,-97,-107,-97,-92,-68,-14
0,53,53,-26,-26,53,-78,-97,-82,-87,-58,-9
-9,48,58,-19,-34,53,-63,-82,-82,-82,-58,-9
-19,43,63,-12,-41,53,-48,-78,-78,-82,-58,-9
-34,34,68,0,-51,51,-24,-68,-78,-82,-58,-14
-34,29,63,2,-48,46,-34,-78,-78,-87,-73,-24
-29,24,53,2,-41,39,-29,-73,-78,-87,-73,-39
-19,19,39,0,-29,29,-19,-63,-78,-87,-73,-39
-19,14,34,2,-26,24,-19,-63,-78,-87,-78,-39
-39,-9,29,24,-34,9,-19,-63,-87,-102,-82,-29
-39,-24,14,31,-26,-4,-24,-68,-92,-112,-92,-39
-39,-34,4,36,-21,-14,-29,-68,-107,-126,-102,-53
-39,-48,-9,43,-14,-29,-34,-68,-107,-126,-107,-63
-48,-58,-9,53,-19,-34,-19,-63,-97,-126,-112,-68
-63,-63,0,63,-31,-31,-9,-58,-97,-122,-117,-82
-68,-63,4,65,-36,-29,0,-48,-92,-107,-117,-82
-73,-78,-4,75,-34,-41,9,-43,-92,-112,-122,-87
-53,-82,-29,68,-12,-56,29,-19,-82,-117,-131,-102
-68,-87,-19,78,-24,-53,48,0,-78,-131,-156,-117
-97,-87,9,92,-53,-39,68,24,-68,-151,-185,-156
-107,-48,58,78,-82,4,107,68,-48,-151,-224,-200
-112,-19,92,65,-102,36,146,122,0,-131,-229,-219
-112,-9,102,61,-107,46,161,156,39,-117,-224,-224
-107,4,112,51,-109,58,165,185,82,-78,-195,-195
-87,9,97,39,-92,53,165,214,146,-4,-122,-136
-68,-9,58,39,-63,24,156,263,219,82,-29,-58
-19,9,29,4,-24,19,126,297,258,165,73,24
58,39,-19,-48,39,9,82,297,283,244,195,136
156,68,-87,-112,122,-9,34,287,322,346,341,278
244,107,-136,-175,190,-14,-24,253,370,473,507,458
331,180,-151,-256,241,14,-122,180,434,619,727,673
429,248,-180,-339,305,34,-209,107,483,780,951,883
551,331,-219,-441,385,56,-287,48,512,922,1171,1093
658,405,-253,-531,456,75,-380,-34,527,1054,1381,1278
756,478,-278,-617,517,100,-463,-141,527,1205,1605,1468
868,522,-346,-695,607,87,-566,-278,468,1293,1781,1629
966,492,-473,-729,719,9,-649,-400,351,1317,1869,1712
1039,414,-624,-727,832,-104,-668,-478,273,1332,1932,1751
1068,346,-722,-707,895,-187,-649,-541,258,1376,1991,1781
1034,297,-736,-666,885,-219,-658,-634,195,1332,1956,1747
893,278,-614,-585,753,-168,-634,-756,82,1190,1805,1629
644,273,-370,-458,507,-48,-556,-834,4,1044,1581,1439
405,234,-170,-319,287,31,-453,-863,-48,844,1283,1176
258,146,-112,-202,185,17,-375,-873,-146,605,956,907
161,58,-102,-109,131,-21,-297,-834,-253,351,619,629
29,-4,-34,-12,31,-19,-200,-771,-351,73,258,331
-107,-63,43,85,-75,-9,-136,-727,-448,-200,-63,63
-165,-87,78,126,-122,-4,-97,-673,-488,-351,-239,-73
-156,-107,48,131,-102,-29,-78,-614,-483,-380,-278,-112
-136,-117,19,126,-78,-48,-68,-527,-429,-351,-253,-122
-126,-117,9,122,-68,-53,-58,-444,-380,-287,-200,-102
-112,-112,0,112,-56,-56,-34,-361,-307,-219,-146,-73
-92,-87,4,90,-48,-41,-9,-292,-244,-165,-122,-63
-82,-73,9,78,-46,-31,0,-229,-185,-122,-107,-53
-68,-73,-4,70,-31,-39,4,-190,-146,-107,-97,-48
-43,-48,-4,46,-19,-26,-14,-165,-131,-92,-92,-48
-24,-24,0,24,-12,-12,-29,-151,-117,-92,-92,-48
-39,-24,14,31,-26,-4,-29,-122,-107,-87,-87,-53
-39,-39,0,39,-19,-19,-19,-112,-102,-87,-87,-63
-53,-53,0,53,-26,-26,-9,-87,-97,-73,-78,-63
-58,-63,-4,61,-26,-34,4,-63,-82,-73,-78,-68
-63,-63,0,63,-31,-31,4,-63,-73,-73,-92,-68
-73,-53,19,63,-46,-17,0,-63,-73,-87,-107,-73
-63,-34,29,48,-46,-2,4,-43,-68,-82,-107,-82
-58,-34,24,46,-41,-4,14,-24,-58,-87,-102,-87
-58,-39,19,48,-39,-9,24,-14,-58,-87,-117,-92
-68,-53,14,61,-41,-19,29,-14,-58,-92,-122,-97
-68,-73,-4,70,-31,-39,39,-9,-63,-92,-122,-102
-68,-63,4,65,-36,-29,43,-9,-63,-92,-117,-102
-68,-58,9,63,-39,-24,43,-9,-63,-92,-117,-97
-73,-58,14,65,-43,-21,43,-4,-58,-92,-122,-97
-73,-53,19,63,-46,-17,43,-4,-58,-92,-122,-92
-58,-43,14,51,-36,-14,34,-9,-68,-102,-136,-102
-53,-43,9,48,-31,-17,34,-9,-68,-112,-136,-102
-53,-48,4,51,-29,-21,34,-4,-68,-112,-136,-107
-53,-53,0,53,-26,-26,34,0,-68,-112,-136,-107
-53,-58,-4,56,-24,-31,24,-9,-68,-107,-141,-102
-58,-63,-4,61,-26,-34,24,-4,-58,-102,-141,-102
-58,-63,-4,61,-26,-34,24,-4,-58,-102,-141,-102
-58,-68,-9,63,-24,-39,24,-4,-63,-107,-141,-107
-58,-68,-9,63,-24,-39,29,-4,-53,-97,-141,-107
-58,-68,-9,63,-24,-39,29,0,-53,-97,-136,-107
-58,-68,-9,63,-24,-39,39,9,-48,-92,-126,-102
-53,-68,-14,61,-19,-41,39,14,-48,-92,-122,-102
-53,-58,-4,56,-24,-31,39,4,-58,-92,-131,-107
-53,-58,-4,56,-24,-31,39,9,-58,-92,-131,-107
-53,-58,-4,56,-24,-31,39,9,-53,-92,-126,-102
-53,-58,-4,56,-24,-31,43,9,-53,-92,-126,-102
-53,-68,-14,61,-19,-41,53,9,-39,-82,-117,-92
-53,-68,-14,61,-19,-41,48,9,-39,-82,-117,-92
-53,-68,-14,61,-19,-41,48,14,-39,-82,-117,-92
-58,-68,-9,63,-24,-39,53,14,-39,-82,-117,-92
-58,-68,-9,63,-24,-39,43,29,-39,-78,-107,-92
-58,-78,-19,68,-19,-48,43,29,-34,-78,-107,-92
-58,-78,-19,68,-19,-48,43,34,-34,-73,-107,-92
-53,-73,-19,63,-17,-46,43,34,-34,-73,-107,-92
-53,-68,-14,61,-19,-41,48,29,-34,-82,-117,-92
-53,-68,-14,61,-19,-41,48,29,-34,-82,-117,-92
-58,-73,-14,65,-21,-43,48,29,-34,-82,-117,-92
-58,-73,-14,65,-21,-43,48,29,-34,-78,-117,-92
-58,-63,-4,61,-26,-34,48,34,-34,-78,-117,-92
-58,-58,0,58,-29,-29,53,34,-34,-78,-117,-92
-58,-53,4,56,-31,-24,53,34,-34,-78,-112,-92
-58,-39,19,48,-39,-9,53,34,-29,-78,-112,-92
-58,-39,19,48,-39,-9,53,24,-29,-78,-117,-92
-58,-43,14,51,-36,-14,53,34,-24,-68,-112,-87
-53,-58,-4,56,-24,-31,58,34,-24,-63,-112,-87
-53,-63,-9,58,-21,-36,58,34,-24,-63,-112,-87
-39,-58,-19,48,-9,-39,53,48,-19,-68,-102,-97
-39,-58,-19,48,-9,-39,53,48,-19,-68,-102,-97
-39,-53,-14,46,-12,-34,58,48,-14,-63,-97,-92
-39,-39,0,39,-19,-19,58,48,-14,-58,-97,-92
-48,-48,0,48,-24,-24,48,48,-9,-58,-97,-87
-48,-48,0,48,-24,-24,48,48,-9,-58,-102,-87
-43,-48,-4,46,-19,-26,48,48,-9,-58,-102,-87
-43,-48,-4,46,-19,-26,48,53,-4,-58,-97,-87
-53,-63,-9,58,-21,-36,63,58,4,-48,-87,-87
-53,-63,-9,58,-21,-36,63,63,9,-48,-87,-87
-53,-63,-9,58,-21,-36,63,63,9,-43,-92,-82
-53,-63,-9,58,-21,-36,63,63,9,-39,-92,-82
-53,-53,0,53,-26,-26,73,63,9,-39,-92,-73
-53,-48,4,51,-29,-21,73,68,9,-39,-82,-73
-53,-48,4,51,-29,-21,78,78,19,-29,-78,-73
-53,-43,9,48,-31,-17,78,78,24,-29,-78,-68
-63,-34,29,48,-46,-2,68,78,24,-29,-73,-68
-68,-39,29,53,-48,-4,73,78,29,-24,-73,-63
-68,-39,29,53,-48,-4,78,87,34,-14,-68,-58
-68,-39,29,53,-48,-4,78,92,39,-9,-58,-58
-63,-39,24,51,-43,-7,78,87,39,-19,-68,-58
-63,-39,24,51,-43,-7,78,87,43,-14,-68,-63
-63,-39,24,51,-43,-7,82,92,48,-14,-68,-68
-58,-39,19,48,-39,-9,82,97,53,-9,-63,-73
-68,-53,14,61,-41,-19,87,107,58,-4,-53,-63
-68,-43,24,56,-46,-9,87,107,58,0,-53,-63
-68,-43,24,56,-46,-9,87,112,63,9,-48,-63
-68,-48,19,58,-43,-14,92,117,68,19,-48,-53
-58,-43,14,51,-36,-14,87,112,73,14,-48,-63
-53,-39,14,46,-34,-12,87,117,78,19,-48,-58
-43,-34,9,39,-26,-12,87,122,82,24,-48,-58
-39,-24,14,31,-26,-4,82,126,87,29,-43,-58
-48,-34,14,41,-31,-9,82,131,92,34,-34,-53
-39,-29,9,34,-24,-9,82,136,97,39,-29,-53
-39,-29,9,34,-24,-9,82,141,102,43,-29,-53
-39,-29,9,34,-24,-9,82,141,107,48,-29,-53
-34,-34,0,34,-17,-17,87,151,122,53,-14,-48
-29,-34,-4,31,-12,-19,87,151,131,53,-4,-43
-24,-29,-4,26,-9,-17,87,156,141,58,-14,-39
-19,-29,-9,24,-4,-19,87,165,146,63,-14,-29
-19,-19,0,19,-9,-9,92,165,146,68,-9,-39
-19,-9,9,14,-14,0,97,170,156,73,-4,-39
-14,-9,4,12,-9,-2,97,175,156,78,-4,-34
-9,0,9,4,-9,4,97,180,161,82,-4,-34
-19,-9,9,14,-14,0,97,195,175,82,4,-24
-9,-9,0,9,-4,-4,102,209,190,97,9,-19
-9,-4,4,7,-7,0,107,219,195,102,14,-14
-14,-4,9,9,-12,2,107,229,204,112,19,-4
-4,-4,0,4,-2,-2,102,234,224,122,34,-4
4,0,-4,-2,4,-2,102,244,234,131,39,-4
4,4,0,-4,2,2,102,253,244,146,43,-4
4,4,0,-4,2,2,107,263,253,161,48,0
-4,19,24,-7,-14,21,117,263,268,165,68,9
4,24,19,-14,-7,21,122,273,283,175,73,9
4,29,24,-17,-9,26,122,283,287,175,82,14
0,29,29,-14,-14,29,122,292,302,190,87,19
-9,39,48,-14,-29,43,117,297,326,204,92,24
0,43,43,-21,-21,43,122,307,336,214,97,24
9,48,39,-29,-14,43,122,317,351,224,102,24
9,48,39,-29,-14,43,122,331,366,234,112,34
19,39,19,-29,0,29,122,346,375,253,122,34
24,48,24,-36,0,36,126,356,385,268,126,39
24,53,29,-39,-2,41,126,366,405,278,136,43
29,53,24,-41,2,39,136,375,419,287,141,48
39,53,14,-46,12,34,136,385,434,297,161,53
43,53,9,-48,17,31,136,390,448,307,165,53
48,53,4,-51,21,29,136,405,458,317,170,58
48,58,9,-53,19,34,141,414,473,331,180,63
58,78,19,-68,19,48,136,414,478,336,185,58
58,82,24,-70,17,53,131,429,497,351,190,63
63,82,19,-73,21,51,136,439,507,361,200,73
73,92,19,-82,26,56,131,453,522,375,204,87
68,112,43,-90,12,78,141,458,541,385,219,92
73,117,43,-95,14,80,141,458,551,390,229,92
73,126,53,-100,9,90,141,468,566,395,229,97
82,136,53,-109,14,95,141,478,580,409,234,102
82,136,53,-109,14,95,141,478,585,429,248,122
87,136,48,-112,19,92,141,488,590,434,253,122
87,136,48,-112,19,92,141,492,605,439,263,122
97,136,39,-117,29,87,136,497,610,448,268,122
97,146,48,-122,24,97,136,488,610,453,268,126
97,146,48,-122,24,97,136,492,619,463,273,131
102,146,43,-124,29,95,136,502,624,468,278,136
107,151,43,-129,31,97,136,502,634,473,283,141
117,156,39,-136,39,97,146,502,644,478,297,146
117,165,48,-141,34,107,146,502,644,483,307,151
122,170,48,-146,36,109,141,497,639,488,307,156
122,170,48,-146,36,109,141,492,639,488,312,156
122,170,48,-146,36,109,131,488,634,488,322,170
126,175,48,-151,39,112,122,478,629,488,317,170
126,180,53,-153,36,117,122,458,614,478,312,165
126,180,53,-153,36,117,112,444,605,478,312,165
131,165,34,-148,48,100,107,424,590,473,312,161
131,161,29,-146,51,95,102,409,580,468,312,161
131,161,29,-146,51,95,92,395,561,448,312,170
136,161,24,-148,56,92,82,375,551,434,312,170
141,161,19,-151,61,90,68,361,531,424,307,161
141,161,19,-151,61,90,63,341,502,414,302,161
141,146,4,-143,68,75,53,317,478,400,283,161
136,141,4,-139,65,73,48,292,448,385,273,156
126,126,0,-126,63,63,43,283,424,351,263,156
126,126,0,-126,63,63,34,258,405,341,248,146
117,126,9,-122,53,68,24,239,385,326,244,141
117,117,0,-117,58,58,24,219,361,317,234,136
107,122,14,-114,46,68,19,204,331,287,224,122
97,117,19,-107,39,68,14,190,312,268,209,112
87,112,24,-100,31,68,9,170,287,253,209,112
78,112,34,-95,21,73,9,165,268,234,200,107
82,112,29,-97,26,70,-4,146,234,214,180,102
82,102,19,-92,31,61,-4,131,219,200,170,102
73,92,19,-82,26,56,-9,112,200,185,161,97
53,82,29,-68,12,56,-14,97,180,165,151,87
58,73,14,-65,21,43,-24,92,170,151,141,82
48,68,19,-58,14,43,-24,73,151,141,136,82
43,68,24,-56,9,46,-29,63,131,126,131,73
34,53,19,-43,7,36,-34,53,122,112,122,68
29,58,29,-43,0,43,-29,39,112,112,117,68
29,58,29,-43,0,43,-24,29,97,102,107,58
24,58,34,-41,-4,46,-19,19,87,97,97,53
14,48,34,-31,-9,41,-9,9,73,82,97,43
9,43,34,-26,-12,39,0,9,73,68,97,39
9,29,19,-19,-4,24,0,9,63,58,92,34
0,24,24,-12,-12,24,0,-4,53,48,82,29
0,14,14,-7,-7,14,0,-4,43,39,68,24
-4,4,9,0,-7,7,-4,-4,34,34,68,19
-4,4,9,0,-7,7,-9,-4,29,29,58,14
-9,-4,4,7,-7,0,-9,-9,29,19,58,14
-19,-4,14,12,-17,4,-14,-14,24,14,53,4
-9,0,9,4,-9,4,-14,-19,14,14,43,0
-14,-4,9,9,-12,2,-14,-19,14,4,39,0
-24,-4,19,14,-21,7,-14,-24,4,4,34,-4
-29,0,29,14,-29,14,-14,-24,0,0,34,-4
-29,0,29,14,-29,14,-4,-14,9,0,29,0
-29,0,29,14,-29,14,-4,-14,9,0,29,0
-34,9,43,12,-39,26,-4,-19,4,0,29,-4
-34,9,43,12,-39,26,-4,-19,0,-9,19,-9
-29,4,34,12,-31,19,-14,-24,-4,-9,19,-19
-24,4,29,9,-26,17,-14,-24,-4,-14,14,-19
-19,4,24,7,-21,14,-14,-24,-4,-19,9,-24
-14,4,19,4,-17,12,-9,-24,-9,-19,9,-24
-24,14,39,4,-31,26,-9,-34,-19,-29,0,-34
-24,14,39,4,-31,26,-9,-34,-14,-29,0,-34
-19,9,29,4,-24,19,-9,-34,-9,-29,0,-34
-19,9,29,4,-24,19,-9,-34,-9,-29,-4,-34
-19,4,24,7,-21,14,-9,-24,0,-19,4,-24
-19,0,19,9,-19,9,-9,-24,-4,-24,4,-29
-29,-4,24,17,-26,9,-9,-24,-9,-29,-4,-29
-34,-14,19,24,-26,2,-4,-19,-14,-29,-4,-29
-34,-14,19,24,-26,2,-4,-19,-4,-19,9,-29
-39,-9,29,24,-34,9,-9,-19,-4,-19,9,-34
-39,-9,29,24,-34,9,-9,-19,-4,-19,4,-34
-39,-19,19,29,-29,0,-9,-19,-4,-19,4,-29
-34,0,34,17,-34,17,0,-19,-9,-29,-4,-29
-34,4,39,14,-36,21,0,-19,-9,-29,-4,-29
-29,4,34,12,-31,19,0,-19,-9,-29,-4,-39
-29,0,29,14,-29,14,0,-19,-9,-34,-4,-39
-39,-14,24,26,-31,4,-4,-4,0,-24,9,-24
-39,-24,14,31,-26,-4,0,-4,0,-24,9,-24
-39,-14,24,26,-31,4,0,-4,0,-24,9,-29
-39,-14,24,26,-31,4,0,-4,0,-24,9,-29
-48,-14,34,31,-41,9,0,-9,0,-14,9,-29
-48,-14,34,31,-41,9,0,-9,0,-14,9,-29
-48,-19,29,34,-39,4,0,-9,0,-14,9,-29
-48,-19,29,34,-39,4,0,-9,0,-4,9,-29
-43,-19,24,31,-34,2,14,0,9,-4,19,-24
-43,-19,24,31,-34,2,14,4,9,-4,19,-24
-39,-14,24,26,-31,4,14,4,9,-9,19,-24
-39,-14,24,26,-31,4,14,4,9,-9,19,-24
-48,-14,34,31,-41,9,0,4,0,-9,9,-29
-48,-14,34,31,-41,9,0,4,0,-9,9,-29
-48,-14,34,31,-41,9,4,4,0,-9,9,-29
-48,-14,34,31,-41,9,4,9,4,-9,9,-29
-48,-4,43,26,-46,19,-4,9,4,-19,9,-39
-48,-4,43,26,-46,19,-4,4,4,-19,4,-39
-53,-4,48,29,-51,21,-4,4,4,-19,4,-39
-53,-14,39,34,-46,12,-4,4,4,-19,4,-43
-68,-19,48,43,-58,14,4,-4,4,-9,14,-34
-68,-24,43,46,-56,9,4,-4,4,-9,14,-34
-58,-29,29,43,-43,0,4,-4,4,-9,14,-34
-58,-29,29,43,-43,0,4,-4,4,-9,14,-34
-48,-14,34,31,-41,9,4,-4,-4,-19,4,-34
-48,-9,39,29,-43,14,9,-4,-4,-19,4,-34
-48,-9,39,29,-43,14,9,-4,-4,-19,4,-34
-48,-14,34,31,-41,9,4,-4,-9,-19,4,-29
-39,-14,24,26,-31,4,4,-4,-9,-19,14,-29
-39,-14,24,26,-31,4,4,-4,-4,-19,14,-29
-34,-14,19,24,-26,2,4,-4,-4,-14,14,-29
-34,-14,19,24,-26,2,4,-4,-9,-14,14,-29
-43,-24,19,34,-31,-2,4,-14,0,-14,4,-29
-43,-24,19,34,-31,-2,4,-14,0,-14,4,-29
-39,-29,9,34,-24,-9,4,-14,-4,-24,0,-29
-39,-29,9,34,-24,-9,0,-19,-4,-24,0,-34
-34,-19,14,26,-24,-2,-4,-9,-14,-34,0,-34
-34,-14,19,24,-26,2,-4,-9,-19,-39,0,-34
-34,-9,24,21,-29,7,0,-14,-19,-39,0,-39
-34,-4,29,19,-31,12,0,-14,-19,-39,-4,-39
-39,-9,29,24,-34,9,-9,-19,-24,-39,-4,-39
-34,-14,19,24,-26,2,-9,-19,-24,-43,-4,-39
-39,-19,19,29,-29,0,-9,-19,-24,-43,-4,-39
-53,-29,24,41,-39,-2,-9,-24,-24,-43,-4,-39
-53,-29,24,41,-39,-2,-14,-29,-39,-43,-9,-39
-48,-24,24,36,-36,0,-14,-29,-39,-48,-9,-39
-43,-24,19,34,-31,-2,-14,-29,-39,-48,-9,-39
-43,-29,14,36,-29,-7,-19,-29,-39,-48,-14,-39
-53,-39,14,46,-34,-12,-9,-19,-29,-39,-4,-39
-53,-39,14,46,-34,-12,-9,-19,-29,-39,-4,-43
-53,-39,14,46,-34,-12,-9,-24,-29,-43,-4,-43
-53,-39,14,46,-34,-12,-9,-29,-34,-43,-4,-43
-63,-34,29,48,-46,-2,-9,-39,-43,-53,-19,-34
-63,-24,39,43,-51,7,-9,-39,-43,-53,-19,-34
-63,-19,43,41,-53,12,-4,-34,-39,-53,-14,-29
-63,-24,39,43,-51,7,-4,-34,-39,-53,-14,-29
-53,-39,14,46,-34,-12,-4,-39,-48,-43,-14,-43
-53,-43,9,48,-31,-17,-4,-39,-53,-53,-19,-48
-53,-39,14,46,-34,-12,-4,-39,-53,-53,-19,-48
-53,-39,14,46,-34,-12,-9,-39,-53,-53,-19,-48
-63,-39,24,51,-43,-7,-9,-39,-53,-63,-29,-58
-63,-43,19,53,-41,-12,-9,-39,-53,-63,-29,-58
-68,-43,24,56,-46,-9,-9,-39,-53,-68,-29,-58
-68,-43,24,56,-46,-9,-9,-39,-48,-68,-29,-58
-63,-29,34,46,-48,2,-19,-48,-58,-78,-29,-58
-63,-24,39,43,-51,7,-19,-53,-63,-78,-34,-58
-63,-19,43,41,-53,12,-19,-53,-63,-73,-34,-58
-63,-19,43,41,-53,12,-19,-48,-63,-73,-34,-63
-53,-29,24,41,-39,-2,-9,-48,-58,-63,-24,-53
-53,-29,24,41,-39,-2,-4,-48,-58,-63,-24,-53
-53,-29,24,41,-39,-2,-4,-48,-58,-63,-29,-53
-53,-29,24,41,-39,-2,-4,-48,-58,-63,-29,-53
-53,-29,24,41,-39,-2,-4,-53,-58,-68,-29,-63
-48,-34,14,41,-31,-9,-9,-53,-58,-68,-29,-63
-48,-43,4,46,-26,-19,-9,-53,-58,-68,-29,-63
-53,-48,4,51,-29,-21,-9,-53,-58,-73,-29,-63
-53,-53,0,53,-26,-26,-24,-43,-68,-73,-29,-63
-53,-53,0,53,-26,-26,-24,-43,-68,-73,-29,-68
-53,-53,0,53,-26,-26,-19,-48,-68,-73,-34,-68
-53,-53,0,53,-26,-26,-19,-48,-68,-73,-34,-68
-53,-43,9,48,-31,-17,-19,-53,-58,-73,-39,-68
-53,-43,9,48,-31,-17,-19,-53,-58,-78,-39,-68
-53,-39,14,46,-34,-12,-19,-53,-63,-82,-39,-63
-53,-29,24,41,-39,-2,-24,-58,-68,-82,-43,-63
-63,-39,24,51,-43,-7,-14,-58,-68,-82,-34,-68
-68,-39,29,53,-48,-4,-14,-53,-68,-82,-34,-68
-68,-39,29,53,-48,-4,-14,-53,-68,-82,-34,-68
-68,-43,24,56,-46,-9,-14,-53,-68,-78,-34,-68
-68,-43,24,56,-46,-9,-9,-58,-63,-87,-43,-78
-63,-48,14,56,-39,-17,-9,-58,-63,-87,-39,-78
-63,-53,9,58,-36,-21,-9,-63,-63,-87,-39,-78
-63,-53,9,58,-36,-21,-9,-68,-63,-92,-43,-78
-68,-39,29,53,-48,-4,-19,-58,-73,-82,-34,-68
-68,-39,29,53,-48,-4,-19,-58,-78,-82,-43,-68
-68,-39,29,53,-48,-4,-19,-58,-78,-82,-43,-68
-68,-39,29,53,-48,-4,-19,-58,-78,-82,-43,-68
-63,-43,19,53,-41,-12,-19,-58,-73,-82,-43,-68
-63,-43,19,53,-41,-12,-19,-63,-73,-82,-43,-68
-63,-39,24,51,-43,-7,-19,-63,-68,-82,-43,-68
-63,-34,29,48,-46,-2,-19,-63,-68,-82,-43,-68
-68,-39,29,53,-48,-4,-19,-63,-73,-78,-39,-73
-73,-43,29,58,-51,-7,-19,-63,-73,-78,-39,-73
-73,-58,14,65,-43,-21,-19,-58,-73,-78,-39,-68
-78,-63,14,70,-46,-24,-19,-48,-68,-78,-34,-68
-78,-48,29,63,-53,-9,-9,-58,-78,-87,-43,-68
-82,-48,34,65,-58,-7,-9,-63,-78,-87,-43,-68
-82,-48,34,65,-58,-7,-9,-63,-78,-87,-43,-73
-82,-39,43,61,-63,2,-9,-63,-87,-92,-43,-73
-78,-29,48,53,-63,9,-19,-73,-87,-92,-53,-82
-73,-34,39,53,-56,2,-19,-68,-82,-92,-53,-78
-68,-34,34,51,-51,0,-19,-68,-82,-92,-53,-78
-63,-39,24,51,-43,-7,-19,-73,-82,-92,-53,-78
-73,-34,39,53,-56,2,-19,-63,-87,-92,-53,-82
-68,-29,39,48,-53,4,-19,-63,-87,-92,-53,-82
-68,-29,39,48,-53,4,-19,-63,-87,-92,-53,-82
-73,-24,48,48,-61,12,-19,-63,-87,-92,-53,-87
-73,-34,39,53,-56,2,-19,-63,-78,-92,-53,-87
-73,-34,39,53,-56,2,-19,-63,-78,-92,-53,-82
-73,-34,39,53,-56,2,-19,-63,-78,-92,-53,-82
-73,-34,39,53,-56,2,-19,-63,-78,-92,-53,-82
-78,-34,43,56,-61,4,-9,-63,-78,-92,-43,-78
-82,-39,43,61,-63,2,-9,-63,-78,-92,-43,-73
-87,-48,39,68,-63,-4,-9,-68,-78,-92,-43,-73
-97,-53,43,75,-70,-4,-9,-68,-78,-92,-48,-68
-92,-43,48,68,-70,2,-19,-78,-87,-102,-58,-78
-87,-39,48,63,-68,4,-19,-78,-87,-102,-58,-78
-92,-39,53,65,-73,7,-19,-78,-87,-102,-63,-78
-87,-39,48,63,-68,4,-19,-78,-87,-97,-63,-78
-87,-39,48,63,-68,4,-19,-68,-87,-87,-63,-78
-82,-39,43,61,-63,2,-19,-68,-87,-92,-63,-78
-78,-34,43,56,-61,4,-19,-68,-87,-92,-63,-78
-68,-34,34,51,-51,0,-19,-68,-87,-92,-63,-78
-82,-53,29,68,-56,-12,-9,-58,-73,-87,-43,-73
-82,-58,24,70,-53,-17,-9,-63,-73,-92,-53,-73
-78,-48,29,63,-53,-9,-19,-68,-78,-97,-58,-78
-78,-39,39,58,-58,0,-9,-68,-87,-97,-58,-87
-78,-39,39,58,-58,0,-9,-68,-87,-97,-58,-87
-78,-39,39,58,-58,0,-9,-68,-87,-97,-58,-87
-78,-39,39,58,-58,0,-9,-68,-87,-97,-58,-87
-78,-39,39,58,-58,0,-19,-68,-78,-87,-58,-87
-78,-39,39,58,-58,0,-19,-68,-78,-87,-58,-87
-78,-39,39,58,-58,0,-19,-68,-78,-87,-58,-87
-78,-39,39,58,-58,0,-19,-68,-78,-87,-58,-87
-87,-39,48,63,-68,4,-9,-78,-87,-97,-58,-87
-87,-39,48,63,-68,4,-9,-78,-87,-97,-58,-87
-87,-39,48,63,-68,4,-9,-78,-87,-97,-58,-87
-87,-39,48,63,-68,4,-9,-78,-87,-97,-58,-87
-78,-48,29,63,-53,-9,-9,-78,-87,-107,-68,-97
-78,-48,29,63,-53,-9,-9,-78,-87,-107,-68,-97
-78,-48,29,63,-53,-9,-9,-78,-87,-107,-68,-97
-78,-48,29,63,-53,-9,-9,-78,-87,-107,-68,-97
-87,-48,39,68,-63,-4,-9,-68,-87,-97,-68,-87
-87,-48,39,68,-63,-4,-9,-68,-87,-97,-68,-87
-87,-48,39,68,-63,-4,-9,-68,-87,-97,-68,-87
-87,-48,39,68,-63,-4,-9,-68,-87,-97,-68,-87
-82,-39,43,61,-63,2,-9,-78,-97,-107,-68,-87
-78,-39,39,58,-58,0,-9,-78,-97,-107,-68,-87
-73,-39,34,56,-53,-2,-9,-78,-97,-107,-68,-87
-68,-39,29,53,-48,-4,-9,-78,-97,-107,-68,-87
-68,-39,29,53,-48,-4,-9,-78,-97,-97,-68,-87
-68,-39,29,53,-48,-4,-9,-78,-97,-97,-68,-87
-68,-39,29,53,-48,-4,-9,-78,-97,-97,-68,-87
-68,-39,29,53,-48,-4,-9,-78,-97,-97,-68,-87
-73,-48,24,61,-48,-12,-9,-78,-97,-97,-78,-87
-78,-48,29,63,-53,-9,-9,-78,-97,-97,-78,-87
-82,-48,34,65,-58,-7,-9,-78,-97,-97,-78,-87
-87,-48,39,68,-63,-4,-9,-78,-97,-97,-78,-87
-87,-39,48,63,-68,4,-9,-78,-87,-107,-78,-87
-87,-39,48,63,-68,4,-9,-78,-87,-107,-78,-87
-87,-39,48,63,-68,4,-9,-78,-87,-107,-78,-87
-87,-39,48,63,-68,4,-9,-78,-87,-107,-78,-87
-97,-39,58,68,-78,9,-19,-78,-97,-107,-78,-97
-97,-39,58,68,-78,9,-19,-78,-97,-107,-78,-97
-97,-39,58,68,-78,9,-19,-78,-97,-107,-78,-97
-97,-39,58,68,-78,9,-19,-78,-97,-107,-78,-97
-97,-39,58,68,-78,9,-9,-68,-87,-107,-78,-87
-97,-39,58,68,-78,9,-9,-68,-87,-107,-78,-87
